Unnamed: 0,Chords,Notes_from_Degrees
1600,Asaug7sus2,"['""C4""', '""D4""', '""F4""', '""F#4""', '""G#4""', '""A#4""']"
1601,Asaugmaj7sus2,"['""C4""', '""D4""', '""F4""', '""F#4""', '""A4""', '""A#4""']"
1602,Asaug7sus4,"['""D4""', '""D#4""', '""F4""', '""F#4""', '""G#4""', '""A#4""']"
1603,Asaugmaj7sus4,"['""D4""', '""D#4""', '""F4""', '""F#4""', '""A4""', '""A#4""']"
1604,Asaugadd9,"['""C4""', '""D4""', '""F#4""', '""A#4""']"
1605,Asaugadd11,"['""D4""', '""D#4""', '""F#4""', '""A#4""']"
1606,Asaugadd13,"['""D4""', '""F#4""', '""G4""', '""A#4""']"
1607,Asaug11s,"['""C4""', '""D4""', '""E4""', '""F#4""', '""G#4""', '""A#4""']"
1608,Asaug11b9,"['""D4""', '""D#4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
1609,Asaugmajs911s,"['""C#4""', '""D4""', '""E4""', '""F#4""', '""A4""', '""A#4""']"
1610,Asaugb711b9,"['""D4""', '""D#4""', '""F#4""', '""G4""', '""A#4""', '""B4""']"
1611,Asaugmaj11,"['""C4""', '""D4""', '""D#4""', '""F#4""', '""A4""', '""A#4""']"
1612,Asaugmaj911s,"['""C4""', '""D4""', '""E4""', '""F#4""', '""A4""', '""A#4""']"
1613,Asaug11,"['""C4""', '""D4""', '""D#4""', '""F#4""', '""G#4""', '""A#4""']"
1614,Asaugb11b9,"['""D4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
1615,Asaug13b11b9b,"['""D4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
1616,Asaug13b9,"['""D4""', '""D#4""', '""F#4""', '""G4""', '""G#4""', '""A#4""', '""B4""']"
1617,Asaug1311s,"['""C4""', '""D4""', '""E4""', '""F#4""', '""G4""', '""G#4""', '""A#4""']"
1618,Asaug13b,"['""C4""', '""D4""', '""D#4""', '""F#4""', '""G#4""', '""A#4""']"
1619,Asaugmaj13b,"['""C4""', '""D4""', '""D#4""', '""F#4""', '""A4""', '""A#4""']"
1620,Asaug13bb9,"['""D4""', '""D#4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
1621,Asaugmaj13s911s,"['""C#4""', '""D4""', '""E4""', '""F#4""', '""G4""', '""A4""', '""A#4""']"
1622,Asaugb713b9,"['""D4""', '""D#4""', '""F#4""', '""G4""', '""A#4""', '""B4""']"
1623,Asaugmaj13,"['""C4""', '""D4""', '""D#4""', '""F#4""', '""G4""', '""A4""', '""A#4""']"
1624,Asaugmaj1311s,"['""C4""', '""D4""', '""E4""', '""F#4""', '""G4""', '""A4""', '""A#4""']"
1625,Asaug13,"['""C4""', '""D4""', '""D#4""', '""F#4""', '""G4""', '""G#4""', '""A#4""']"
1626,Asaug11b913b,"['""D4""', '""D#4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
1627,Asaug1113b,"['""C4""', '""D4""', '""D#4""', '""F#4""', '""G#4""', '""A#4""']"
1628,B7,"['""D#4""', '""F#4""', '""A4""', '""B4""']"
1629,Bmaj7,"['""D#4""', '""F#4""', '""A#4""', '""B4""']"
1630,B9,"['""C#4""', '""D#4""', '""F#4""', '""A4""', '""B4""']"
1631,Bmaj9,"['""C#4""', '""D#4""', '""F#4""', '""A#4""', '""B4""']"
1632,Bmajs9,"['""D4""', '""D#4""', '""F#4""', '""A#4""', '""B4""']"
1633,Bb9,"['""C4""', '""D#4""', '""F#4""', '""A4""', '""B4""']"
1634,Bb79,"['""C#4""', '""D#4""', '""F#4""', '""G#4""', '""B4""']"
1635,Bb7b9,"['""C4""', '""D#4""', '""F#4""', '""G#4""', '""B4""']"
1636,B7b9,"['""C4""', '""D#4""', '""F#4""', '""A4""', '""B4""']"
1637,B7sus2,"['""C#4""', '""D#4""', '""F#4""', '""A4""', '""B4""']"
1638,Bmaj7sus2,"['""C#4""', '""D#4""', '""F#4""', '""A#4""', '""B4""']"
1639,B7sus4,"['""D#4""', '""E4""', '""F#4""', '""A4""', '""B4""']"
1640,Bmaj7sus4,"['""D#4""', '""E4""', '""F#4""', '""A#4""', '""B4""']"
1641,Badd9,"['""C#4""', '""D#4""', '""F#4""', '""B4""']"
1642,Badd11,"['""D#4""', '""E4""', '""F#4""', '""B4""']"
1643,Badd13,"['""D#4""', '""F#4""', '""G#4""', '""B4""']"
1644,B11s,"['""C#4""', '""D#4""', '""F4""', '""F#4""', '""A4""', '""B4""']"
1645,B11b9,"['""C4""', '""D#4""', '""E4""', '""F#4""', '""A4""', '""B4""']"
1646,Bmajs911s,"['""D4""', '""D#4""', '""F4""', '""F#4""', '""A#4""', '""B4""']"
1647,Bb711b9,"['""C4""', '""D#4""', '""E4""', '""F#4""', '""G#4""', '""B4""']"
1648,Bmaj11,"['""C#4""', '""D#4""', '""E4""', '""F#4""', '""A#4""', '""B4""']"
1649,Bmaj911s,"['""C#4""', '""D#4""', '""F4""', '""F#4""', '""A#4""', '""B4""']"
1650,B11,"['""C#4""', '""D#4""', '""E4""', '""F#4""', '""A4""', '""B4""']"
1651,Bb11b9,"['""C4""', '""D#4""', '""F#4""', '""A4""', '""B4""']"
1652,B13b11b9b,"['""C4""', '""D#4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
1653,B13b9,"['""C4""', '""D#4""', '""E4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
1654,B1311s,"['""C#4""', '""D#4""', '""F4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
1655,B13b,"['""C#4""', '""D#4""', '""E4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
1656,Bmaj13b,"['""C#4""', '""D#4""', '""E4""', '""F#4""', '""G4""', '""A#4""', '""B4""']"
1657,B13bb9,"['""C4""', '""D#4""', '""E4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
1658,Bmaj13s911s,"['""D4""', '""D#4""', '""F4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
1659,Bb713b9,"['""C4""', '""D#4""', '""E4""', '""F#4""', '""G4""', '""G#4""', '""B4""']"
1660,Bmaj13,"['""C#4""', '""D#4""', '""E4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
1661,Bmaj1311s,"['""C#4""', '""D#4""', '""F4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
1662,B13,"['""C#4""', '""D#4""', '""E4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
1663,B11b913b,"['""C4""', '""D#4""', '""E4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
1664,B1113b,"['""C#4""', '""D#4""', '""E4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
1665,Bmin7,"['""D4""', '""F#4""', '""A4""', '""B4""']"
1666,Bminmaj7,"['""D4""', '""F#4""', '""A#4""', '""B4""']"
1667,Bmin9,"['""C#4""', '""D4""', '""F#4""', '""A4""', '""B4""']"
1668,Bminmaj9,"['""C#4""', '""D4""', '""F#4""', '""A#4""', '""B4""']"
1669,Bminmajs9,"['""D4""', '""F#4""', '""A#4""', '""B4""']"
1670,Bminb9,"['""C4""', '""D4""', '""F#4""', '""A4""', '""B4""']"
1671,Bminb79,"['""C#4""', '""D4""', '""F#4""', '""G#4""', '""B4""']"
1672,Bminb7b9,"['""C4""', '""D4""', '""F#4""', '""G#4""', '""B4""']"
1673,Bmin7b9,"['""C4""', '""D4""', '""F#4""', '""A4""', '""B4""']"
1674,Bmin7sus2,"['""C#4""', '""D4""', '""F#4""', '""A4""', '""B4""']"
1675,Bminmaj7sus2,"['""C#4""', '""D4""', '""F#4""', '""A#4""', '""B4""']"
1676,Bmin7sus4,"['""D4""', '""E4""', '""F#4""', '""A4""', '""B4""']"
1677,Bminmaj7sus4,"['""D4""', '""E4""', '""F#4""', '""A#4""', '""B4""']"
1678,Bminadd9,"['""C#4""', '""D4""', '""F#4""', '""B4""']"
1679,Bminadd11,"['""D4""', '""E4""', '""F#4""', '""B4""']"
1680,Bminadd13,"['""D4""', '""F#4""', '""G#4""', '""B4""']"
1681,Bmin11s,"['""C#4""', '""D4""', '""F4""', '""F#4""', '""A4""', '""B4""']"
1682,Bmin11b9,"['""C4""', '""D4""', '""E4""', '""F#4""', '""A4""', '""B4""']"
1683,Bminmajs911s,"['""D4""', '""F4""', '""F#4""', '""A#4""', '""B4""']"
1684,Bminb711b9,"['""C4""', '""D4""', '""E4""', '""F#4""', '""G#4""', '""B4""']"
1685,Bminmaj11,"['""C#4""', '""D4""', '""E4""', '""F#4""', '""A#4""', '""B4""']"
1686,Bminmaj911s,"['""C#4""', '""D4""', '""F4""', '""F#4""', '""A#4""', '""B4""']"
1687,Bmin11,"['""C#4""', '""D4""', '""E4""', '""F#4""', '""A4""', '""B4""']"
1688,Bminb11b9,"['""C4""', '""D4""', '""D#4""', '""F#4""', '""A4""', '""B4""']"
1689,Bmin13b11b9b,"['""C4""', '""D4""', '""D#4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
1690,Bmin13b9,"['""C4""', '""D4""', '""E4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
1691,Bmin1311s,"['""C#4""', '""D4""', '""F4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
1692,Bmin13b,"['""C#4""', '""D4""', '""E4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
1693,Bminmaj13b,"['""C#4""', '""D4""', '""E4""', '""F#4""', '""G4""', '""A#4""', '""B4""']"
1694,Bmin13bb9,"['""C4""', '""D4""', '""E4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
1695,Bminmaj13s911s,"['""D4""', '""F4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
1696,Bminb713b9,"['""C4""', '""D4""', '""E4""', '""F#4""', '""G4""', '""G#4""', '""B4""']"
1697,Bminmaj13,"['""C#4""', '""D4""', '""E4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
1698,Bminmaj1311s,"['""C#4""', '""D4""', '""F4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
1699,Bmin13,"['""C#4""', '""D4""', '""E4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
1700,Bmin11b913b,"['""C4""', '""D4""', '""E4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
1701,Bmin1113b,"['""C#4""', '""D4""', '""E4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
1702,Bdim7,"['""D4""', '""F4""', '""A4""', '""B4""']"
1703,Bdimmaj7,"['""D4""', '""F4""', '""A#4""', '""B4""']"
1704,Bdim9,"['""C#4""', '""D4""', '""F4""', '""A4""', '""B4""']"
1705,Bdimmaj9,"['""C#4""', '""D4""', '""F4""', '""A#4""', '""B4""']"
1706,Bdimmajs9,"['""D4""', '""F4""', '""A#4""', '""B4""']"
1707,Bdimb9,"['""C4""', '""D4""', '""F4""', '""A4""', '""B4""']"
1708,Bdimb79,"['""C#4""', '""D4""', '""F4""', '""G#4""', '""B4""']"
1709,Bdimb7b9,"['""C4""', '""D4""', '""F4""', '""G#4""', '""B4""']"
1710,Bdim7b9,"['""C4""', '""D4""', '""F4""', '""A4""', '""B4""']"
1711,Bdim7sus2,"['""C#4""', '""D4""', '""F4""', '""F#4""', '""A4""', '""B4""']"
1712,Bdimmaj7sus2,"['""C#4""', '""D4""', '""F4""', '""F#4""', '""A#4""', '""B4""']"
1713,Bdim7sus4,"['""D4""', '""E4""', '""F4""', '""F#4""', '""A4""', '""B4""']"
1714,Bdimmaj7sus4,"['""D4""', '""E4""', '""F4""', '""F#4""', '""A#4""', '""B4""']"
1715,Bdimadd9,"['""C#4""', '""D4""', '""F4""', '""B4""']"
1716,Bdimadd11,"['""D4""', '""E4""', '""F4""', '""B4""']"
1717,Bdimadd13,"['""D4""', '""F4""', '""G#4""', '""B4""']"
1718,Bdim11s,"['""C#4""', '""D4""', '""F4""', '""A4""', '""B4""']"
1719,Bdim11b9,"['""C4""', '""D4""', '""E4""', '""F4""', '""A4""', '""B4""']"
1720,Bdimmajs911s,"['""D4""', '""F4""', '""A#4""', '""B4""']"
1721,Bdimb711b9,"['""C4""', '""D4""', '""E4""', '""F4""', '""G#4""', '""B4""']"
1722,Bdimmaj11,"['""C#4""', '""D4""', '""E4""', '""F4""', '""A#4""', '""B4""']"
1723,Bdimmaj911s,"['""C#4""', '""D4""', '""F4""', '""A#4""', '""B4""']"
1724,Bdim11,"['""C#4""', '""D4""', '""E4""', '""F4""', '""A4""', '""B4""']"
1725,Bdimb11b9,"['""C4""', '""D4""', '""D#4""', '""F4""', '""A4""', '""B4""']"
1726,Bdim13b11b9b,"['""C4""', '""D4""', '""D#4""', '""F4""', '""G4""', '""A4""', '""B4""']"
1727,Bdim13b9,"['""C4""', '""D4""', '""E4""', '""F4""', '""G#4""', '""A4""', '""B4""']"
1728,Bdim1311s,"['""C#4""', '""D4""', '""F4""', '""G#4""', '""A4""', '""B4""']"
1729,Bdim13b,"['""C#4""', '""D4""', '""E4""', '""F4""', '""G4""', '""A4""', '""B4""']"
1730,Bdimmaj13b,"['""C#4""', '""D4""', '""E4""', '""F4""', '""G4""', '""A#4""', '""B4""']"
1731,Bdim13bb9,"['""C4""', '""D4""', '""E4""', '""F4""', '""G4""', '""A4""', '""B4""']"
1732,Bdimmaj13s911s,"['""D4""', '""F4""', '""G#4""', '""A#4""', '""B4""']"
1733,Bdimb713b9,"['""C4""', '""D4""', '""E4""', '""F4""', '""G4""', '""G#4""', '""B4""']"
1734,Bdimmaj13,"['""C#4""', '""D4""', '""E4""', '""F4""', '""G#4""', '""A#4""', '""B4""']"
1735,Bdimmaj1311s,"['""C#4""', '""D4""', '""F4""', '""G#4""', '""A#4""', '""B4""']"
1736,Bdim13,"['""C#4""', '""D4""', '""E4""', '""F4""', '""G#4""', '""A4""', '""B4""']"
1737,Bdim11b913b,"['""C4""', '""D4""', '""E4""', '""F4""', '""G4""', '""A4""', '""B4""']"
1738,Bdim1113b,"['""C#4""', '""D4""', '""E4""', '""F4""', '""G4""', '""A4""', '""B4""']"
1739,Baug7,"['""D#4""', '""G4""', '""A4""', '""B4""']"
1740,Baugmaj7,"['""D#4""', '""G4""', '""A#4""', '""B4""']"
1741,Baug9,"['""C#4""', '""D#4""', '""G4""', '""A4""', '""B4""']"
1742,Baugmaj9,"['""C#4""', '""D#4""', '""G4""', '""A#4""', '""B4""']"
1743,Baugmajs9,"['""D4""', '""D#4""', '""G4""', '""A#4""', '""B4""']"
1744,Baugb9,"['""C4""', '""D#4""', '""G4""', '""A4""', '""B4""']"
1745,Baugb79,"['""C#4""', '""D#4""', '""G4""', '""G#4""', '""B4""']"
1746,Baugb7b9,"['""C4""', '""D#4""', '""G4""', '""G#4""', '""B4""']"
1747,Baug7b9,"['""C4""', '""D#4""', '""G4""', '""A4""', '""B4""']"
1748,Baug7sus2,"['""C#4""', '""D#4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
1749,Baugmaj7sus2,"['""C#4""', '""D#4""', '""F#4""', '""G4""', '""A#4""', '""B4""']"
1750,Baug7sus4,"['""D#4""', '""E4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
1751,Baugmaj7sus4,"['""D#4""', '""E4""', '""F#4""', '""G4""', '""A#4""', '""B4""']"
1752,Baugadd9,"['""C#4""', '""D#4""', '""G4""', '""B4""']"
1753,Baugadd11,"['""D#4""', '""E4""', '""G4""', '""B4""']"
1754,Baugadd13,"['""D#4""', '""G4""', '""G#4""', '""B4""']"
1755,Baug11s,"['""C#4""', '""D#4""', '""F4""', '""G4""', '""A4""', '""B4""']"
1756,Baug11b9,"['""C4""', '""D#4""', '""E4""', '""G4""', '""A4""', '""B4""']"
1757,Baugmajs911s,"['""D4""', '""D#4""', '""F4""', '""G4""', '""A#4""', '""B4""']"
1758,Baugb711b9,"['""C4""', '""D#4""', '""E4""', '""G4""', '""G#4""', '""B4""']"
1759,Baugmaj11,"['""C#4""', '""D#4""', '""E4""', '""G4""', '""A#4""', '""B4""']"
1760,Baugmaj911s,"['""C#4""', '""D#4""', '""F4""', '""G4""', '""A#4""', '""B4""']"
1761,Baug11,"['""C#4""', '""D#4""', '""E4""', '""G4""', '""A4""', '""B4""']"
1762,Baugb11b9,"['""C4""', '""D#4""', '""G4""', '""A4""', '""B4""']"
1763,Baug13b11b9b,"['""C4""', '""D#4""', '""G4""', '""A4""', '""B4""']"
1764,Baug13b9,"['""C4""', '""D#4""', '""E4""', '""G4""', '""G#4""', '""A4""', '""B4""']"
1765,Baug1311s,"['""C#4""', '""D#4""', '""F4""', '""G4""', '""G#4""', '""A4""', '""B4""']"
1766,Baug13b,"['""C#4""', '""D#4""', '""E4""', '""G4""', '""A4""', '""B4""']"
1767,Baugmaj13b,"['""C#4""', '""D#4""', '""E4""', '""G4""', '""A#4""', '""B4""']"
1768,Baug13bb9,"['""C4""', '""D#4""', '""E4""', '""G4""', '""A4""', '""B4""']"
1769,Baugmaj13s911s,"['""D4""', '""D#4""', '""F4""', '""G4""', '""G#4""', '""A#4""', '""B4""']"
1770,Baugb713b9,"['""C4""', '""D#4""', '""E4""', '""G4""', '""G#4""', '""B4""']"
1771,Baugmaj13,"['""C#4""', '""D#4""', '""E4""', '""G4""', '""G#4""', '""A#4""', '""B4""']"
1772,Baugmaj1311s,"['""C#4""', '""D#4""', '""F4""', '""G4""', '""G#4""', '""A#4""', '""B4""']"
1773,Baug13,"['""C#4""', '""D#4""', '""E4""', '""G4""', '""G#4""', '""A4""', '""B4""']"
1774,Baug11b913b,"['""C4""', '""D#4""', '""E4""', '""G4""', '""A4""', '""B4""']"
1775,Baug1113b,"['""C#4""', '""D#4""', '""E4""', '""G4""', '""A4""', '""B4""']"
1776,C,"['""C4""', '""E4""', '""G4""']"
1777,Cmin,"['""C4""', '""D#4""', '""G4""']"
1778,Cdim,"['""C4""', '""D#4""', '""F#4""']"
1779,Csus4,"['""C4""', '""F4""', '""G4""']"
1780,Csus2,"['""C4""', '""D4""', '""G4""']"
1781,Caug,"['""C4""', '""E4""', '""G#4""']"
1782,Cno3d,"['""C4""', '""G4""']"
1783,Cdimb7,"['""C4""', '""D#4""', '""F#4""', '""A4""']"
1784,Cs,"['""C#4""', '""F4""', '""G#4""']"
1785,Csmin,"['""C#4""', '""E4""', '""G#4""']"
1786,Csdim,"['""C#4""', '""E4""', '""G4""']"
1787,Cssus4,"['""C#4""', '""F#4""', '""G#4""']"
1788,Cssus2,"['""C#4""', '""D#4""', '""G#4""']"
1789,Csaug,"['""C#4""', '""F4""', '""A4""']"
1790,Csno3d,"['""C#4""', '""G#4""']"
1791,Csdimb7,"['""C#4""', '""E4""', '""G4""', '""A#4""']"
1792,D,"['""D4""', '""F#4""', '""A4""']"
1793,Dmin,"['""D4""', '""F4""', '""A4""']"
1794,Ddim,"['""D4""', '""F4""', '""G#4""']"
1795,Dsus4,"['""D4""', '""G4""', '""A4""']"
1796,Dsus2,"['""D4""', '""E4""', '""A4""']"
1797,Daug,"['""D4""', '""F#4""', '""A#4""']"
1798,Dno3d,"['""D4""', '""A4""']"
1799,Ddimb7,"['""D4""', '""F4""', '""G#4""', '""B4""']"
1800,Ds,"['""D#4""', '""G4""', '""A#4""']"
1801,Dsmin,"['""D#4""', '""F#4""', '""A#4""']"
1802,Dsdim,"['""D#4""', '""F#4""', '""A4""']"
1803,Dssus4,"['""D#4""', '""G#4""', '""A#4""']"
1804,Dssus2,"['""D#4""', '""F4""', '""A#4""']"
1805,Dsaug,"['""D#4""', '""G4""', '""B4""']"
1806,Dsno3d,"['""D#4""', '""A#4""']"
1807,Dsdimb7,"['""C4""', '""D#4""', '""F#4""', '""A4""']"
1808,E,"['""E4""', '""G#4""', '""B4""']"
1809,Emin,"['""E4""', '""G4""', '""B4""']"
1810,Edim,"['""E4""', '""G4""', '""A#4""']"
1811,Esus4,"['""E4""', '""A4""', '""B4""']"
1812,Esus2,"['""E4""', '""F#4""', '""B4""']"
1813,Eaug,"['""C4""', '""E4""', '""G#4""']"
1814,Eno3d,"['""E4""', '""B4""']"
1815,Edimb7,"['""C#4""', '""E4""', '""G4""', '""A#4""']"
1816,Es,"['""C4""', '""F4""', '""A4""']"
1817,Esmin,"['""C4""', '""F4""', '""G#4""']"
1818,Esdim,"['""F4""', '""G#4""', '""B4""']"
1819,Essus4,"['""C4""', '""F4""', '""A#4""']"
1820,Essus2,"['""C4""', '""F4""', '""G4""']"
1821,Esaug,"['""C#4""', '""F4""', '""A4""']"
1822,Esno3d,"['""C4""', '""F4""']"
1823,Esdimb7,"['""D4""', '""F4""', '""G#4""', '""B4""']"
1824,Fs,"['""C#4""', '""F#4""', '""A#4""']"
1825,Fsmin,"['""C#4""', '""F#4""', '""A4""']"
1826,Fsdim,"['""C4""', '""F#4""', '""A4""']"
1827,Fssus4,"['""C#4""', '""F#4""', '""B4""']"
1828,Fssus2,"['""C#4""', '""F#4""', '""G#4""']"
1829,Fsaug,"['""D4""', '""F#4""', '""A#4""']"
1830,Fsno3d,"['""C#4""', '""F#4""']"
1831,Fsdimb7,"['""C4""', '""D#4""', '""F#4""', '""A4""']"
1832,G,"['""D4""', '""G4""', '""B4""']"
1833,Gmin,"['""D4""', '""G4""', '""A#4""']"
1834,Gdim,"['""C#4""', '""G4""', '""A#4""']"
1835,Gsus4,"['""C4""', '""D4""', '""G4""']"
1836,Gsus2,"['""D4""', '""G4""', '""A4""']"
1837,Gaug,"['""D#4""', '""G4""', '""B4""']"
1838,Gno3d,"['""D4""', '""G4""']"
1839,Gdimb7,"['""C#4""', '""E4""', '""G4""', '""A#4""']"
1840,Gs,"['""C4""', '""D#4""', '""G#4""']"
1841,Gsmin,"['""D#4""', '""G#4""', '""B4""']"
1842,Gsdim,"['""D4""', '""G#4""', '""B4""']"
1843,Gssus4,"['""C#4""', '""D#4""', '""G#4""']"
1844,Gssus2,"['""D#4""', '""G#4""', '""A#4""']"
1845,Gsaug,"['""C4""', '""E4""', '""G#4""']"
1846,Gsno3d,"['""D#4""', '""G#4""']"
1847,Gsdimb7,"['""D4""', '""F4""', '""G#4""', '""B4""']"
1848,A,"['""C#4""', '""E4""', '""A4""']"
1849,Amin,"['""C4""', '""E4""', '""A4""']"
1850,Adim,"['""C4""', '""D#4""', '""A4""']"
1851,Asus4,"['""D4""', '""E4""', '""A4""']"
1852,Asus2,"['""E4""', '""A4""', '""B4""']"
1853,Aaug,"['""C#4""', '""F4""', '""A4""']"
1854,Ano3d,"['""E4""', '""A4""']"
1855,Adimb7,"['""C4""', '""D#4""', '""F#4""', '""A4""']"
1856,As,"['""D4""', '""F4""', '""A#4""']"
1857,Asmin,"['""C#4""', '""F4""', '""A#4""']"
1858,Asdim,"['""C#4""', '""E4""', '""A#4""']"
1859,Assus4,"['""D#4""', '""F4""', '""A#4""']"
1860,Assus2,"['""C4""', '""F4""', '""A#4""']"
1861,Asaug,"['""D4""', '""F#4""', '""A#4""']"
1862,Asno3d,"['""F4""', '""A#4""']"
1863,Asdimb7,"['""C#4""', '""E4""', '""G4""', '""A#4""']"
1864,B,"['""D#4""', '""F#4""', '""B4""']"
1865,Bmin,"['""D4""', '""F#4""', '""B4""']"
1866,Bdim,"['""D4""', '""F4""', '""B4""']"
1867,Bsus4,"['""E4""', '""F#4""', '""B4""']"
1868,Bsus2,"['""C#4""', '""F#4""', '""B4""']"
1869,Baug,"['""D#4""', '""G4""', '""B4""']"
1870,Bno3d,"['""F#4""', '""B4""']"
1871,Bdimb7,"['""D4""', '""F4""', '""G#4""', '""B4""']"
1872,Db7,"['""C#4""', '""F4""', '""G#4""', '""B4""']"
1873,Dbmaj7,"['""C4""', '""C#4""', '""F4""', '""G#4""']"
1874,Dbmaj9,"['""C4""', '""C#4""', '""D#4""', '""F4""', '""G#4""']"
1875,Dbmajs9,"['""C4""', '""C#4""', '""E4""', '""F4""', '""G#4""']"
1876,Dbb9,"['""C#4""', '""D4""', '""F4""', '""G#4""', '""B4""']"
1877,Dbb79,"['""C#4""', '""D#4""', '""F4""', '""G#4""', '""A#4""']"
1878,Dbb7b9,"['""C#4""', '""D4""', '""F4""', '""G#4""', '""A#4""']"
1879,Db7sus2,"['""C#4""', '""D#4""', '""F4""', '""G#4""', '""B4""']"
1880,Dbmaj7sus2,"['""C4""', '""C#4""', '""D#4""', '""F4""', '""G#4""']"
1881,Db7sus4,"['""C#4""', '""F4""', '""F#4""', '""G#4""', '""B4""']"
1882,Dbmaj7sus4,"['""C4""', '""C#4""', '""F4""', '""F#4""', '""G#4""']"
1883,Dbadd9,"['""C#4""', '""D#4""', '""F4""', '""G#4""']"
1884,Dbadd11,"['""C#4""', '""F4""', '""F#4""', '""G#4""']"
1885,Dbadd13,"['""C#4""', '""F4""', '""G#4""', '""A#4""']"
1886,Db11s,"['""C#4""', '""D#4""', '""F4""', '""G4""', '""G#4""', '""B4""']"
1887,Dbmajs911s,"['""C4""', '""C#4""', '""E4""', '""F4""', '""G4""', '""G#4""']"
1888,Dbb711b9,"['""C#4""', '""D4""', '""F4""', '""F#4""', '""G#4""', '""A#4""']"
1889,Dbmaj11,"['""C4""', '""C#4""', '""D#4""', '""F4""', '""F#4""', '""G#4""']"
1890,Dbmaj911s,"['""C4""', '""C#4""', '""D#4""', '""F4""', '""G4""', '""G#4""']"
1891,Db11,"['""C#4""', '""D#4""', '""F4""', '""F#4""', '""G#4""', '""B4""']"
1892,Dbb11b9,"['""C#4""', '""D4""', '""F4""', '""G#4""', '""B4""']"
1893,Db13b11b9b,"['""C#4""', '""D4""', '""F4""', '""G#4""', '""A4""', '""B4""']"
1894,Db13b9,"['""C#4""', '""D4""', '""F4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
1895,Db1311s,"['""C#4""', '""D#4""', '""F4""', '""G4""', '""G#4""', '""A#4""', '""B4""']"
1896,Db13b,"['""C#4""', '""D#4""', '""F4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
1897,Dbmaj13b,"['""C4""', '""C#4""', '""D#4""', '""F4""', '""F#4""', '""G#4""', '""A4""']"
1898,Db13bb9,"['""C#4""', '""D4""', '""F4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
1899,Dbmaj13s911s,"['""C4""', '""C#4""', '""E4""', '""F4""', '""G4""', '""G#4""', '""A#4""']"
1900,Dbb713b9,"['""C#4""', '""D4""', '""F4""', '""F#4""', '""G#4""', '""A4""', '""A#4""']"
1901,Dbmaj13,"['""C4""', '""C#4""', '""D#4""', '""F4""', '""F#4""', '""G#4""', '""A#4""']"
1902,Dbmaj1311s,"['""C4""', '""C#4""', '""D#4""', '""F4""', '""G4""', '""G#4""', '""A#4""']"
1903,Db13,"['""C#4""', '""D#4""', '""F4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
1904,Db11b913b,"['""C#4""', '""D4""', '""F4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
1905,Db1113b,"['""C#4""', '""D#4""', '""F4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
1906,Dbmin7,"['""C#4""', '""E4""', '""G#4""', '""B4""']"
1907,Dbminmaj7,"['""C4""', '""C#4""', '""E4""', '""G#4""']"
1908,Dbmin9,"['""C#4""', '""D#4""', '""E4""', '""G#4""', '""B4""']"
1909,Dbminmaj9,"['""C4""', '""C#4""', '""D#4""', '""E4""', '""G#4""']"
1910,Dbminmajs9,"['""C4""', '""C#4""', '""E4""', '""G#4""']"
1911,Dbminb9,"['""C#4""', '""D4""', '""E4""', '""G#4""', '""B4""']"
1912,Dbminb79,"['""C#4""', '""D#4""', '""E4""', '""G#4""', '""A#4""']"
1913,Dbminb7b9,"['""C#4""', '""D4""', '""E4""', '""G#4""', '""A#4""']"
1914,Dbmin7b9,"['""C#4""', '""D4""', '""E4""', '""G#4""', '""B4""']"
